,,Museum,,Species,Phylum,Class,Order,Family,Collector,Continent,Country,State,County,Locality,Sex,,,Latitude,Longitude,,,Date,Year,,Location_in_collections ,Beak_length_mm,Beak_width_ventral_base_mm,Anterior_nostril_tip_mm,Beak_depth_mm,Tarsus_length_mm,Wing_chord_mm,Notes
486834,2365157,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,S. Kuipers,North America,USA,Illinois,DuPage Co,West 29 W 160 Pomeroy Ct,Female,No,2365157,,,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents | Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2013-03-05,,"100% | 78.9 | moderate || no | 9x3mm, deteriorated",,,,,,,,
489131,2803693,FMNH,Birds,Sturnus vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,2803693,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents | Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2013-04-21,,100% | 103.5 | moderate | y | no | 10mm,"cabinet 478, shelf 15th from top",25.28,7.88,17.75,8.44,31.37,125,
491367,2885740,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,S. Kuipers,North America,USA,Illinois,DuPage Co,West 29 W 160 Pomeroy,Male,No,2885740,,,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents | Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,,,100% || none | y | no | 2.5x2mm,"cabinet 478, shelf 15th from top",26.64,7.65,125,6.91,29.87,125,5-Feb-13
495607,2989351,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,A. Prince,North America,USA,Illinois,Cook Co,"Chicago, Irving Park Rd and Foster Ave",Female,No,2989351,,,skin(r),||| Tissue,2014-05-15,,||| Yes,"cabinet 478, shelf 15th from top",22.61,7.06,15.26,7.66,26.47,118,
511052,3810142,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,Collision Monitors,North America,USA,Illinois,Cook Co,"Skokie, 8512 Crawford Ave",Female,No,3810142,,,skin(r),skull | Weight | Fat || Molt | Gonads | Stomach Contents | Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2016-07-29,,0% | 55.7 | none || no | 3x2mm ||| black | black with white tomium,,,,,,,,
511053,3810143,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,N. Bigelow,North America,USA,Illinois,Cook Co,"Chicago, 120 S Riverside",Female,No,3810143,41.8797,-87.6391,skin(r),skull | Weight | Fat || Molt | Gonads | Stomach Contents | Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2016-10-08,,"100% | 72.6 ||| no | 3x2mm, smooth","cabinet 478, shelf 4th from top",25,7.41,18.21,7.12,28.14,121,
511054,3810144,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,K. Gillespie,North America,USA,Illinois,Cook Co,"Chicago, 1531 N Dearborn",Male,No,3810144,,,skin(r),skull | Weight | Fat || Molt | Gonads | Stomach Contents | Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2017-07-25,,0% | 65.3 | moderate || no | < .5mm,,,,,,,,
511055,3810145,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. Pesch,North America,USA,Illinois,Cook Co,"Chicago, Sears",Male,No,3810145,,,skin(r),skull | Weight | Fat || Molt | Gonads | Stomach Contents | Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2017-08-23,,10% | 70.3 | none || wtb | 1.5x1mm,,,,,,,,
511056,3810146,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,M. Poromanska,North America,USA,Illinois,DuPage Co,"Lisle, 901 Warrenville Rd",Male,No,3810146,,,skin(r),skull | Weight | Fat || Molt | Gonads | Stomach Contents | Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2017-10-22,,80% | 82.8 | none || no | 2x1mm,"cabinet 478, shelf 4th from top",24.66,7.07,18,7.53,27.66,120,
511462,3884955,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. Verret,North America,USA,Illinois,Cook Co,"Chicago, 4555 S Racine",Male,No,3884955,,,skin(r),skull | Weight | Fat || Molt | Gonads | Stomach Contents | Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2017-09-28,,40% | 77.4 | none || b | 1x1mm,"cabinet 478, shelf 11th from top",24.33,7.49,16.24,8.39,29.92,125,
511463,3884956,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,L. Challoner,North America,USA,Illinois,Cook Co,"Chicago, 16 E Pearson",Female,No,3884956,,,skin(r),skull | Weight | Fat || Molt | Gonads | Stomach Contents | Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2017-07-19,,"0% | 78.9 | light || b | 3x2mm, smooth",,,,,,,,
511464,3884957,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,G. Peteler,North America,USA,Wisconsin,Walworth Co,"Lake Geneva, 2244 Patrick Pl",Female,No,3884957,,,skin(r),skull | Weight | Fat || Molt | Gonads | Stomach Contents | Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2017-02-04,,"100% | 82 | light || no | 7x4mm, finely granular","cabinet 478, shelf 11th from top",25.48,8.37,17.16,7.71,29.75,119,
511465,3884958,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,H. Lim,North America,USA,Illinois,Cook Co,"Chicago, 100 N Riverside",Male,No,3884958,,,skin(r),skull | Weight | Fat || Molt | Gonads | Stomach Contents | Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2017-11-15,,100% | 83.5 | none || no | 3x1mm,"cabinet 478, shelf 11th from top",24.79,7.16,16.95,7.88,27.38,120,
513079,3886569,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,A. Prince,North America,USA,Illinois,Cook Co,"Chicago, Rogers Park",Female,No,3886569,42.009,-87.6661,skin(r),skull | Weight | Fat || Molt | Gonads | Stomach Contents | Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2018-06-02,,"100% | 60.3 | emaciated || no | 10x6.5mm, largest ovum 3.2mm","cabinet 478, shelf 4th from top",23.66,6.63,18.04,6.94,29.03,101,
513519,3959818,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,Beloit College,North America,USA,Wisconsin,Rock Co,T1N. R12E. Sec. 36,Male,No,3959818,,,skin(r),||| Tissue,1969-08-01,,|||| no,,,,,,,,
513520,3959819,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,Beloit College,North America,USA,Wisconsin,Rock Co,T1N. R12E. Sec. 36,,No,3959819,,,skin(r),||| Tissue,,,|||| no,"cabinet 478, shelf 4th from top",27.19,7.32,17.99,7.15,31.48,121,
513521,3959820,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,Beloit College,North America,USA,Wisconsin,Rock Co,T1N. R12E. Sec. 36,Female,No,3959820,,,skin(r),||| Tissue,,,|||| no,"cabinet 478, shelf 4th from top",28.79,6.94,21.22,7.52,28.87,124,
513522,3959821,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,Beloit College,North America,USA,Wisconsin,Rock Co,T1N. R12E. Sec. 36,Female,No,3959821,,,skin(r),||| Tissue,1969-10-14,,|||| no,"cabinet 478, shelf 4th from top",24.58,6.91,16.35,7.02,27.71,121,
513523,3959822,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,Beloit College,North America,USA,Wisconsin,Pierce Co,T27N. R17E. Sec. 14,Male,No,3959822,,,skin(r),||| Tissue,1969-07-05,,|||| no,,,,,,,,
515171,3964500,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,N. Bigelow,North America,USA,Illinois,Cook Co,"Chicago, Pearson",Female,No,3964500,,,skin(r),skull | Weight | Fat || Molt | Gonads | Stomach Contents | Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2018-04-02,,"100% | 74.6 | trace || no | 7x4.5mm, granular","cabinet 478, shelf 4th from top",29.38,7.71,22.44,7.95,28,120,
515172,3964501,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. Pesch,North America,USA,Illinois,Cook Co,"Chicago, 969 E 60th St",Female,No,3964501,,,skin(r),skull | Weight | Fat || Molt | Gonads | Stomach Contents | Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2018-08-17,,"10% | 74.1 | light || wtb | 2x1mm, smooth",,,,,,,,
70641,788380,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,W. Huber,North America,USA,Pennsylvania,Montgomery Co,Gwynedd,Male,No,788380,40.2018,-75.2552,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color | Tarsus Color,2019-03-23,,,,,,,,,,
88379,879991,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. Clark,North America,USA,Illinois,Cook Co,Wheeling,Male,No,879991,42.1392,-87.929,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color | Tarsus Color,1933-06-18,,,,,,,,,,
96394,888053,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,Brookfield Zoo,North America,USA,Illinois,Cook Co,"Brookfield, Brookfield Zoo",,No,888053,41.8334,-87.8362,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color | Tarsus Color,1936-06-02,,,,,,,,,,
389600,1664450,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,Yes,1664450,41.8528,-87.6117,"skin(r),tiss",skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1996-04-19,,"| 88.5 | low | y | no | 12x7mm, largest ovum 5mm","cabinet 478, shelf 15th from top",24.4,7.09,16.39,7.53,27.03,125,
389601,1664451,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,Yes,1664451,41.8528,-87.6117,"skin(r),tiss",skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1996-04-19,,| 88.4 | low | y | no | 19x8mm,"cabinet 478, shelf 15th from top",26.89,7.9,17.52,7.33,29.49,122,
389606,1664456,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,K. A. Swagel,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,Yes,1664456,41.8528,-87.6117,"skin(r),tiss",skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,,,100% | 80.0 | trace | y | no | both 12x6mm || dark brown | bright yellow | bright yellow | dark yellow,"cabinet 478, shelf 15th from top",25.45,7.76,17,8.15,31.07,124,20-Apr-96
389607,1664457,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,K. A. Swagel,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,Yes,1664457,41.8528,-87.6117,"skin(r),tiss",skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,,,| 86.2 | none | y || 14x11mm,"cabinet 478, shelf 15th from top",26.7,7.78,20.14,7.66,35.25,120,21-Apr-96
389620,1664470,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,Yes,1664470,41.8528,-87.6117,"skin(r),tiss",skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1998-04-08,,"100% | 72.2 | low | y | no | 12x6mm, largest ovum 2.5mm","cabinet 478, shelf 15th from top",25.5,7.04,18.93,6.91,28.49,124,
394649,1669498,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,M. Hennen,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,Yes,1669498,41.8528,-87.6117,"skin(r),tiss",skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1998-03-24,,"100% | 60.3 | none | y | no | 6x4mm, largest ovum 1mm",,,,,,,,
394651,1669500,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,Yes,1669500,41.8528,-87.6117,"skin(r),tiss",skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1998-11-08,,100% | 81.8 | low-mod | y | no | 7x3mm,,,,,,,,
398760,1673607,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,M. Hennen,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,Yes,1673607,41.8528,-87.6117,"skin(r),tiss",skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1998-03-27,,| 67.8 | low | y | no | 8x6mm,,,,,,,,
398761,1673608,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,Yes,1673608,41.8528,-87.6117,"skin(r),tiss",skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1999-04-12,,"| 81.9 | low | y | no | 18x12mm, largest ovum 2.5mm",,,,,,,,
428480,1703208,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,Yes,1703208,41.8528,-87.6117,"skin(r),tiss",skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2000-04-17,,"100% | 86.2 | trace | y | wt | 10x10mm, largest ovum 2mm","cabinet 478, shelf 15th from top",25.68,8.14,18.2,7.72,27.34,125,
428481,1703209,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,Yes,1703209,41.8528,-87.6117,"skin(r),tiss",skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2000-05-04,,100% | 90.9 | trace | y || 8mm yolking ovum,"cabinet 478, shelf 15th from top",24.9,8.47,16.01,7.81,26.93,121,
428696,1703425,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,Falcon Batchelor Raptor Center,North America,USA,Florida,Dade Co,Miami,Female,Yes,1703425,25.8141,-80.2097,"skin(r),tiss",skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2000-05-02,,"0% | 42.8 | trace | y || 2x1mm, smooth",,,,,,,,
429369,1704098,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,M. Hennen,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,Yes,1704098,41.8528,-87.6117,"skin(r),tiss",skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2001-05-23,,"| 84.7 | trace | y | no | left 12.5x8, right 13x9.5mm",,,,,,,,
438018,1712742,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,Yes,1712742,41.8528,-87.6117,"skin(r),tiss",skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2003-08-23,,"0% | 67.3 | trace | y | b | 2x2mm, smooth || dark brown | blackish | blackish | dark brown",,,,,,,,
447187,1722169,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,M. Hennen,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,Yes,1722169,41.8528,-87.6117,"skin(r),tiss",skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2005-08-31,,"0% | 69.2 | none | y | wb | 3x2mm, smooth",,,,,,,,
452417,1727409,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,T. S. Schulenberg,North America,USA,Illinois,Cook Co,"Chicago, Rogers Park",Male,Yes,1727409,42.009,-87.6661,"skin(r),tiss",skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2006-06-06,,0% | 50.4 | emaciated | y | no | 1.5x1mm,,,,,,,,
452447,1727439,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,M. Hennen,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,Yes,1727439,41.8528,-87.6117,"skin(r),tiss",skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2006-09-19,,100% | 84.3 | none | y | b | 1x1mm,"cabinet 478, shelf 12th from top",23.03,8.3,16.17,7.06,26.01,125,
456392,1731386,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,Bay Beach Wildlife Sanctuary,North America,USA,Wisconsin,,,Male,Yes,1731386,44.8986,-89.5675,"skin(r),tiss",skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2006-06-13,,0% | 40.4 | emaciated | y || 2x1mm,,,,,,,,
463346,1738346,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. H. Walker,North America,USA,Illinois,Cook Co,"Western Springs, 1421 Walnut",Female,Yes,1738346,,,"skin(r),tiss",skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2007-06-04,,"| 68.5 | none | y || 3x2mm, smooth",,,,,,,,
463347,1738347,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,Yes,1738347,41.8528,-87.6117,"skin(r),tiss",skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2008-06-02,,| 81.9 | none | y || 2x1mm,,,,,,,,
463348,1738348,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,Flint Creek Wildlife Rescue,North America,USA,Illinois,Cook Co,"Chicago, 303 E Wacker",Female,Yes,1738348,,,"skin(r),tiss",skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2008-11-06,,"| 77.4 | light | y || 7x4mm, granular","cabinet 478, shelf 15th from top",26.04,7.45,17.35,8.33,28.03,125,
463349,1738349,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,Bay Beach Wildlife Sanctuary,North America,USA,Wisconsin,Brown Co,"Allouez, Webster Ave",Female,Yes,1738349,,,"skin(r),tiss",skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2007-05-21,,"| 63.6 | none | y || 8x4mm, largest ovum 1mm","cabinet 478, shelf 15th from top",24.79,6.76,17.33,7.34,24.03,121,
466539,1741537,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,C. Hoyt,North America,USA,Illinois,Cook Co,"Chicago, Indiana and Michigan",Male,Yes,1741537,,,"skin(r),tiss",skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2009-05-21,,| 79.8 |||| 8x5mm,"cabinet 478, shelf 15th from top",26.18,8.31,18.15,8.41,27.37,122,
466540,1741538,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,G. J. Marangelli,North America,USA,Illinois,Cook Co,"Chicago, 500 W Superior",Male,Yes,1741538,,,"skin(r),tiss",skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2009-07-10,,0% | 70.6 | light ||| 2x1mm,,,,,,,,
466575,1741573,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,Flint Creek Wildlife Rescue,North America,USA,Illinois,Cook Co,"Chicago, 5056 N Lockwood",Male,Yes,1741573,,,"skin(r),tiss",skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2008-02-07,,| 61.3 | emaciated || no | 3.5x2.5mm,"cabinet 478, shelf 15th from top",27.23,8.04,20.14,7.93,29.58,125,
467001,1741999,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. Pesch,North America,USA,Illinois,Cook Co,Chicago,Female,Yes,1741999,41.8327,-87.6654,"skin(r),tiss",skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2009-12-10,,"| 49.5 | emaciated || no | 9x5mm, granular","cabinet 478, shelf 10th from top",24.47,7.15,18.37,7.87,28.59,126,
467790,1742788,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,V. Wald,North America,USA,Illinois,Cook Co,"Chicago, 5807 S Woodlawn",Male,Yes,1742788,,,"skin(r),tiss",skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2009-06-08,,| 76.9 | none ||| no,,,,,,,,
470090,1771495,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,Flint Creek Wildlife Rescue,North America,USA,Illinois,Cook Co,"Chicago, Board of Trade",Male,Yes,1771495,,,"skin(r),tiss",skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents | Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2009-07-19,,10% | 64.9 | light || no | 1x1mm,,,,,,,,
470091,1771496,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,M. Swanson,North America,USA,Illinois,Kane Co,Gilberts,Female,Yes,1771496,,,"skin(r),tiss",skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents | Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2009-07-15,,"||||| 3x2mm, smooth",,,,,,,,
473089,1816218,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. Stagman,North America,USA,Illinois,Cook Co,"Chicago, 222 N Canal",Female,Yes,1816218,,,"skin(r),tiss",skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents | Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2010-10-28,,"100% | 49.2 | none | Yes | no | 7x3mm, granular","cabinet 478, shelf 13th from top",25.29,7.17,16.78,7.1,31.06,126,
473090,1816219,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,J. Armstrong,North America,USA,Illinois,Cook Co,"Chicago, 131 S Dearborn",,Yes,1816219,,,"skin(r),tiss",skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents | Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2010-09-25,,| 84.3,"cabinet 478, shelf 13th from top",25.55,8.06,18.1,8.13,30.5,125,
477634,2119367,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. Pesch,North America,USA,Illinois,Cook Co,"Chicago, IBM",,Yes,2119367,,,"skin(r),tiss",skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents | Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2011-03-16,,| 85.7,"cabinet 478, shelf 12th from top",27.62,8.17,19.78,7.34,29.83,126,
477635,2119368,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,Yes,2119368,41.8528,-87.6117,"skin(r),tiss",skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents | Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2010-09-07,,"20% | 70.5 ||| b | 3x2mm, smooth",,,,,,,,
477636,2119369,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,Flint Creek Wildlife Rescue,North America,USA,Illinois,Cook Co,Chicago,Female,Yes,2119369,41.8327,-87.6654,"skin(r),tiss",skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents | Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2010-09-25,,"| 75.7 |||| 4x2mm, smooth",,,,,,,,
482632,2168644,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,J. Littleton,North America,USA,Illinois,Cook Co,"Chicago, 1018 W Roscoe",Female,Yes,2168644,,,"skin(r),tiss",skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents | Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2012-04-26,,"100% | 55.3 | none || no | 8x3mm, granular","cabinet 478, shelf 11th from top",26.23,7.28,19.87,8.18,30.81,127,
